Analysis sample rate,Artist 7dID,Artist familiarity,Artist hotness,Artist ID,Artist latitude,Artist location,Artist longitude,Artist name,Audio MD5,Number of beats,Danceability,Duration,End of fade in,Energy,loudness,release,release 7dID,Hotness,SongID,Start of fade out,Tempo,Title,TrackID,Track 7dID,Year
22050.0,165270,0.5817937658450281,0.4019975433642836,ARD7TVE1187B99BFB1,,California - LA,,Casual,a222795e07cd65b7a530f1346f520649,344,0.0,218.93179,0.247,0.0,-11.197,Fear Itself,300848,0.6021199899057548,SOMZWCG12A8C13C480,218.932,92.198,I Didn't Mean To,TRAAAAW128F429D538,3401791,0

22050.0,1998,0.6306300375898077,0.4174996449709784,ARMJAGH1187FB546F3,35.14968,Memphis- TN,-90.04892,The Box Tops,bb9771eeef3d5b204a3c55e690f52a91,296,0.0,148.03546,0.148,0.0,-9.843,Dimensions,300822,,SOCIWDW12A8C13D406,137.915,121.274,Soul Deep,TRAAABD128F429CF47,3400270,1969

22050.0,290021,0.4873567909281477,0.34342837829688244,ARKRRTF1187B9984DA,,,,Sonora Santanera,fa329738005ca53715d9f7381a0d1fe3,291,0.0,177.47546,0.282,0.0,-9.689,Las Numero 1 De La Sonora Santanera,514953,,SOXVLOJ12AB0189215,172.304,100.07,Amor De Cabaret,TRAAADZ128F9348C2E,5703798,0

22050.0,19072,0.6303823341467806,0.4542311565706205,AR7G5I41187FB4CE6C,,London- England,,Adam Ant,43cd1abd45d5a2dda16a3c65b4963bd4,462,0.0,233.40363,0.0,0.0,-9.013,Friend Or Foe,287650,,SONHOTT12A8C13493C,217.124,119.293,Something Girls,TRAAAEF128F4273421,3226795,1982

22050.0,30973,0.6510456608317947,0.40172368550367865,ARXR32B1187FB57099,,,,Gob,580a8fe08ef0f1c7734b84547d7a8bc7,444,0.0,209.60608,0.066,0.0,-4.501,Muertos Vivos,611336,0.6045007385888197,SOFSOCN12A8C143F5D,198.699,129.738,Face the Ashes,TRAAAFD128F92F423A,6795666,2007

22050.0,432935,0.5352927355118197,0.385470550555821,ARKFYS91187B98E58F,,,,Jeff And Sheri Easter,8ee90e90bb8714300574486f379effb5,633,0.0,267.7024,2.264,0.0,-9.323,Ordinary Day,41838,,SOYMRWW12A6D4FAB14,254.27,147.782,The Moon And I (Ordinary Day Album Version),TRAAAMO128F1481E7F,444964,0

22050.0,17970,0.5564956019129572,0.2619411773808474,ARD0S291187B9B7BF5,,Ohio,,Rated R,0e574964bf7a546a39e039f6e35aa48a,217,0.0,114.78159,0.096,0.0,-17.302,Da Ghetto Psychic,25824,,SOMJBYD12A6D4F8557,114.782,111.787,Keepin It Real (Skit),TRAAAMQ128F1460CD3,276593,0

22050.0,21128,0.8011364469966873,0.6055071356905752,AR10USD1187B99F3F1,,Burlington- Ontario- Canada,,Tweeterfriendly Music,1741d2c1bd271f10e783634f286746e2,313,0.0,189.57016,0.319,0.0,-11.642,Gin & Phonic,8876,,SOHKNRJ12A6701D1F8,181.023,101.43,Drop of Rain,TRAAAPK128E0786D96,90004,0

22050.0,276891,0.42666785706940524,0.33227574659906806,AR8ZCNI1187B9A069B,,,,Planet P Project,eda960ea61211d980653d589e8e74c1d,381,0.0,269.81832,5.3,0.0,-13.496,Pink World,358182,0.26586104921065007,SOIAZJW12AB01853F1,258.99,86.643,Pink World,TRAAARJ128F9320760,3996579,1984

22050.0,242273,0.5505136978482137,0.42270564102939107,ARNTLGG11E2835DDB9,,,,Clp,c76afe800148e674a30629a4686d7f9f,500,0.0,266.39628,0.084,0.0,-6.697,Superinstrumental,692313,,SOUDSGM12AC9618304,261.747,114.041,Insatiable (Instrumental Version),TRAAAVG12903CFA543,7684249,0

22050.0,60488,0.3600311664643514,0.29626895431146333,ARGSJW91187B9B1D6B,35.21962,North Carolina,-80.01955,JennyAnyKind,028c11fd932f96f85cd550ae50a1b188,520,0.0,218.77506,2.125,0.0,-10.021,I Need You,539081,0.0,SOQHXMF12AB0182363,207.012,146.765,Young Boy Blues,TRAAAVO128F93133D4,5967937,0

22050.0,4923,0.5451592956008632,0.35155586118563925,ARC43071187B990240,,Wisner- LA,,Wayne Watson,f853c665c52f2ea69211840de3ba07e1,473,0.0,245.21098,0.357,0.0,-7.545,The Way Home,163874,0.26586104921065007,SOKEJEJ12A8C13E0D0,227.48,117.975,The Urgency (LP Version),TRAABCL128F4286650,1735859,0

22050.0,88523,0.5775089743252977,0.3794821702804675,ARL7K851187B99ACD2,,,,Andy Andy,8f298a84c01d4892d820ff54104b7df8,485,0.0,226.35057,0.0,0.0,-6.632,Placer & Castigo,575792,0.0,SOMUYGI12AB0188633,221.553,130.04,La Culpa,TRAABDL12903CAABBA,6381162,0

22050.0,327171,0.08551204710857879,0.25193652476242323,ARHHO3O1187B989413,,,,Bob Azzam,1d67443d1dcad563e814414dd684b48e,434,0.0,191.84281,0.38,0.0,-7.75,Arrivederci,815863,0.0,SORAMLE12AB017C8B0,188.424,137.334,Auguri Cha Cha,TRAABJL12903CDCF1A,9014963,0

22050.0,237,0.7766758556845541,0.5530719914619753,ARIK43K1187B9AE54C,,Beverly Hills- CA,,Lionel Richie,e21ebf6e182f2164b43c4f68e27e6f6a,637,0.0,307.3824,0.612,0.0,-8.346,Dancing On The Ceiling,25811,,SOBONFF12A6D4F84D8,296.658,125.197,Tonight Will Be Alright,TRAABJV128F1460C49,276438,1986

22050.0,3950,0.6364236449500698,0.4479354804795022,ARD842G1187B997376,43.64856,Toronto- Ontario- Canada,-79.38533,Blue Rodeo,b2561c848c67cc8446b1433c6939addd,990,0.0,491.12771,0.0,0.0,-8.576,Outskirts,135122,0.4051157216913865,SOHUOAP12A8AE488E9,486.034,119.826,Floating,TRAABLR128F423B7E3,1399936,1987

22050.0,24687,0.4199431484349393,0.33080635685585685,ARIG6O41187B988BDD,37.16793,United States,-95.84502,Richard Souther,0b9438d5b97d76022744eece3862605e,478,0.0,228.5971,0.223,0.0,-16.11,Cross Currents,149958,0.3347065490692206,SOUQQEA12A8C134B1B,217.426,127.756,High Tide,TRAABNV128F425CEE1,1560940,0

22050.0,248913,0.3632805711099885,0.30667609347902947,AR1ZHYZ1187FB3C717,,,,Faiz Ali Faiz,f24a29ab18aaa7c0dcd3527af0aff68f,982,0.0,599.24853,1.193,0.0,-8.032,Panjtan Ka Ghulam,535188,,SOILPQQ12AB017E82A,591.999,99.273,Sohna Nee Sohna Data,TRAABRB128F9306DD5,5916675,0

22050.0,1396,0.7071997638379363,0.5134632897021558,ARYKCQI1187FB3B18F,,,,Tesla,3e57f1f9670a3aa3bd8901e6eee32149,714,0.0,290.29832,0.145,0.0,-5.271,Gold,372309,0.6841361912294903,SOXLBJT12A8C140925,285.605,150.062,Caught In A Dream,TRAABVM128F92CA9DC,4143071,2004

22050.0,399889,0.32031437017067216,0.0,ARNPAGP1241B9C7FD4,,,,lextrical,3bb031ff1cff6593efa7c768cfa90d22,370,0.0,165.69424,0.162,0.0,-6.787,Whatever Happened To Boredom?,541101,0.0,SOZVMJI12AB01808AF,157.391,138.331,Synthetic Dream,TRAABXG128F9318EBD,5991843,0

22050.0,34818,0.39413853984589253,0.29153972708877773,ARQGYP71187FB44566,34.31109,Mineola- AR,-94.02978,Jimmy Wakely,3ed412aed58a32b2b8354d02a48c88c3,211,0.0,151.84934,2.827,0.0,-15.221,1942-1952 Jimmy Wakely,605134,,SOWTBJW12AC468AC6E,146.199,86.186,Broken-Down Merry-Go-Round,TRAABYN12903CFD305,6721979,0

22050.0,185559,0.4898162689820407,0.3285530150180186,ARI3BMM1187FB4255E,38.8991,Washington,-77.029,Alice Stuart,8125cbddb7b46628dbd8af0dcfdd5611,393,0.0,220.78649,0.206,0.0,-8.514,All The Good Times,239740,0.0,SOBEBDG12A58A76D60,207.656,110.382,Kassie Jones,TRAABYW128F4244559,3006504,0

22050.0,69720,0.6774204652262298,0.37825468551016656,AR5KOSW1187FB35FF4,49.80388,Dubai UAE,15.47491,Elena,47d2c68a4eaf1c7ed8a1fffc9f9c186e,497,0.0,269.58322,0.0,0.0,-8.05,Un cafe_ setanta matins,386995,0.3135621142479342,SOZCTXZ12AB0182364,256.168,111.874,Setanta matins,TRAACCG128F92E8A55,4292004,0

22050.0,82239,0.839962768151037,0.5418889720336469,ARMAC4T1187FB3FA4C,40.82624,Morris Plains- NJ,-74.47995,The Dillinger Escape Plan,8c987e191b479de914ece0ece1f8fb9e,572,0.0,207.77751,0.061,0.0,-4.264,Miss Machine,223365,0.6665278462297023,SOBBUGU12A8C13E95D,204.696,166.862,Setting Fire to Sleeping Giants,TRAACER128F4290F96,2439720,2004

22050.0,36525,0.43541581815506936,0.3062422642462862,AR47JEX1187B995D81,37.83721,Nevada- MO,-94.35868,SUE THOMPSON,aa483bfe099a6beffc240c997339d9e7,285,0.0,124.86485,0.0,0.0,-12.332,Sue Thompson - Her Very Best,652784,0.4952936212921635,SOBLGCN12AB0183212,115.74,137.522,James (Hold The Ladder Steady),TRAACFV128F935E50B,7232396,1985

22050.0,14773,0.6090637000310501,0.3636513650591166,ARGIWFO1187B9B55B7,,,,Five Bolt Main,34cf2dce6d6408286cfd65a31dc60194,617,0.0,225.09669,0.0,0.0,-5.908,Live,45730,0.37598430150044215,SOPSWQW12A6D4F8781,225.097,164.672,Made Like This (Live),TRAACHN128F1489601,488005,0

22050.0,242273,0.5505136978482137,0.42270564102939107,ARNTLGG11E2835DDB9,,,,Clp,bbf8a75f1dbb47d62a9938b2c686a7c3,704,0.0,338.31138,0.0,0.0,-6.486,Strictly Confidential,672016,,SOZQDIU12A58A7BCF6,338.311,125.006,Superconfidential,TRAACIW12903CC0F6D,7448953,0

22050.0,14504,0.4597971288376104,0.3499126116745628,ARDNS031187B9924F0,32.67828,Georgia,-83.22295,Tim Wilson,ebebdcfecb78adaf47a1860e55d5c50d,278,0.0,186.48771,1.083,0.0,-4.516,The Real Twang Thang,160881,,SONYPOM12A8C13B2D7,175.467,90.022,I Think My Wife Is Running Around On Me (Taco Hell),TRAACLV128F427E123,1699837,2005

22050.0,15815,0.5888271005018058,0.3796711247498673,AROUOZZ1187B9ABE51,40.79195,New York- NY [Spanish Harlem],-73.94512,Willie Bobo,784d7f50a1179d0fad2e771d125fc749,355,0.0,168.25424,0.2,0.0,-9.616,Willie Bobo's Finest Hour,59744,,SOBZBAZ12A6D4F8742,161.89,127.025,Spanish Grease,TRAACNS128F14A2DF5,618725,1997

22050.0,28882,0.3964552539172961,0.2992303679293693,ARH4Z031187B9A71F2,40.73197,Newark- NJ,-74.17418,Faye Adams,07b11c250326d20b7c5c2538f56066b5,244,0.0,156.39465,0.562,0.0,-18.051,Shake A Hand,373723,0.0,SOVYKGO12AB0187199,150.634,95.957,Crazy Mixed Up World,TRAACOW128F933E35F,5660441,1961

22050.0,9947,0.7068276713044582,0.4161730646266773,ARB29H41187B98F0EF,41.88415,Chicago,-87.63241,Terry Callier,1bcc5424889fa52e636b6ff801100c24,625,0.0,342.56934,0.063,0.0,-11.939,Occasional Rain,228326,0.4137398358601097,SOGNCJP12A58A80271,333.154,110.189,Do You Finally Need A Friend,TRAACPE128F421C1B9,2503960,1972

22050.0,343187,0.5605579839038146,0.45278947675222264,AR1Y2PT1187FB5B9CE,27.94017,Brandon,-82.32547,John Wesley,cb3a96380f2084aa94f38ca0d473d847,1106,0.0,484.62322,28.172,0.0,-15.335,The Emperor Falls,463514,0.3775316449767025,SOLLHMX12AB01846DC,480.363,138.007,The Emperor Falls,TRAACQT128F9331780,5158927,0

22050.0,14045,0.6408071019636729,0.4182165181949368,ARAJPHH1187FB5566A,40.7038,Queens- NY,-73.83168,The Shangri-Las,519e4222be254d9848224a99cee7511a,342,0.0,164.80608,0.0,0.0,-10.922,Best of The Shangri-Las,643400,0.4432913119053975,SOYTPEP12AB0180E7B,156.177,130.1,Twist and Shout,TRAACSL128F93462F4,7133415,1964

22050.0,16838,0.5237146369702328,0.3846110839616365,AR0RCMP1187FB3F427,30.08615,Beaumont- TX,-94.10158,Billie Jo Spears,8b99765c6ea21c447b787845282bd16b,352,0.0,133.32853,0.0,0.0,-9.983,20 Of Her Best,663761,0.0,SOGXHEG12AB018653E,130.009,160.839,It Makes No Difference Now,TRAACTB12903CAAF15,7357260,1992

22050.0,9222,0.7936050803712417,0.42631795640769016,AREBBGV1187FB523D2,,Houston- TX,,Mike Jones (Featuring CJ_ Mello & Lil' Bran),bff34ce1d6c7b9f71ee7b5737e9ec741,119,0.0,173.66159,0.0,0.0,-7.762,Who Is Mike Jones?,12882,,SOOLYAZ12A6701F4A6,164.908,41.993,Laws Patrolling (Album Version),TRAACVS128E078BE39,133966,0

22050.0,107468,0.5015447771039371,0.39273367554668775,ARGUVEV1187B98BA17,,,,Sierra Maestra,26b62d8f58664a9fce20a58c9c296fc9,1000,0.0,313.12934,0.0,0.0,-9.512,Tibiri Tabara,270281,,SOGOSOV12AF72A285E,307.688,189.646,¿Dónde va Chichi?,TRAACZK128F4243829,3003122,1997

22050.0,16860,0.8093237930019529,0.48801984168567314,ARPQ4Z01187FB3A736,29.42449,San Antonio- TX,-98.49462,Butthole Surfers,206108fa28f21272fb5502be54119f78,970,0.0,450.84689,0.467,0.0,-9.063,Piouhgd + Widowermaker!,244586,0.593943075901947,SOJXVAH12A8C139700,426.104,130.586,Barking Dogs (From "Piouhgd"),TRAADDS128F425C68B,2788206,0

22050.0,45784,0.632559542284651,0.41168895978577885,ARNQAVF11F4C844C04,,,,Despina Vandi,97d776fe6da052dcdd7244901af7ec04,639,0.0,303.09832,0.067,0.0,-8.879,Profities,157648,,SOVXMTN12A8C135A18,294.818,128.292,OUTE ENA EFHARISTO,TRAADED128F42741FD,1658618,0

22050.0,34461,0.5975412179723806,0.38265197113973687,ARXUT4W1187FB48BEB,,,,Javier Navarrete,3424e5e202aba39cb777a4d532abd2ff,191,0.0,128.83546,0.0,0.0,-17.699,Cracks,644631,0.3943948561005826,SORSECL12AB0182267,121.423,90.932,Midnight Swim,TRAADEV128F9348C0A,7143933,0

22050.0,125706,0.49544592177023467,0.294861261887382,ARDD1RC1187B9B52B4,,,,Jacob Young,ee563dc9b78a4d9f39edc3431f014093,675,0.0,456.30649,0.241,0.0,-19.478,Pieces Of Time,730551,0.0,SOOGFBZ12AC3DF7FF2,451.315,89.667,In A Subtle Way,TRAADHS12903CE70A9,8093189,0

22050.0,527722,0.5278650761586818,0.3931219335710068,ARLGWFM1187FB4AC9F,34.05349,California - LA,-118.24532,Scarlet's Remains,2fb63b556f85dcfba3ed11b688ba953e,371,0.0,198.73914,0.0,0.0,-7.469,The Palest Grey,709879,0.450992311636255,SOMSBGZ12AB018C4CB,193.016,115.061,Spin,TRAADIV12903CB15C1,7872290,2007

22050.0,240277,0.6686745328613157,0.4675384440100101,ARWYVP51187B98C516,42.33168,Detroit- MI,-83.04792,The Suicide Machines,1471d168999432ec6360889940e3e0e1,168,0.0,95.68608,0.0,0.0,-2.022,A Match & Some Gasoline,706005,0.5287824809425877,SONYRZV12AB018AF70,87.806,115.887,Burning In The Aftermath,TRAADLH12903CA70EE,7830058,2003

22050.0,522,0.8148296561331122,0.7357656929506414,ARFCUN31187B9AD578,51.50632,London- England,-0.12714,The Rolling Stones,7bbefe182a5d8a70b5b72a64a14f6c1b,616,0.0,271.49016,0.171,0.0,-10.358,Jump Back - The Best Of The Rolling Stones_ '71-'93,42595,0.8344926198909054,SONQBUB12A6D4F8ED0,263.784,139.333,Angie (1993 Digital Remaster),TRAADLN128F14832E9,453879,0

22050.0,176139,0.4823560425909108,0.3500785789894733,AR6YDKV1187B989230,,,,Roberto Torres,b568d4f2a491bec936881d13e965c1dd,436,0.0,226.66404,0.311,0.0,-12.716,Lo Mejor con La Orq. Broadway,782470,0.0,SOHGKJW12AC468A8BD,219.51,117.271,Sabor Guajiro,TRAADLR12903CF8D7E,8653966,0

22050.0,16308,0.6610801676039384,0.4427658420289504,ARV1JVD1187B9AD195,35.91463,Chapel Hill- NC,-79.05661,Loudon Wainwright III,b477cf436c14e093b3fef949d18932c0,307,0.0,190.48444,0.258,0.0,-15.663,Grown Man,28723,0.5101193140330347,SOINBCU12A6D4F94C0,177.029,102.428,Human Cannonball,TRAADLX128F1469250,315300,1995

22050.0,6186,0.7011808736075507,0.4666288889016846,AR7TTS41187B9B42D3,34.36401,Oxford- MS,-89.51877,R.L. Burnside,ff6a3b61c73903e886d364ac05531d51,416,0.0,277.78567,0.24,0.0,-6.944,A Bothered Mind,557761,0.48213758506501503,SOTWVQT12A58A79650,267.453,89.984,Glory Be,TRAADMH128F9343E59,6169318,2004

22050.0,48814,0.7337989404362274,0.544257505724526,ART3O5Z1187B9AB043,32.77815,Dallas- TX,-96.7954,Stevie Ray Vaughan,a77e2966eaa31170f28ece01fcee24b4,479,0.0,248.78975,0.183,0.0,-7.805,Greatest Hits,417945,,SOTSEJY12AB0180F56,246.19,116.721,Crossfire,TRAADNA128F9331246,4659073,1992

22050.0,39546,0.5906929179471623,0.45281783769711387,AR5U94U1187FB5CDCF,,,,John Hammond,8bd7911d74bd9afce01290bad03d195d,388,0.0,195.3171,0.0,0.0,-10.7,Bluesman,575531,,SOTSETT12AB01863B8,187.617,123.142,I Can't Be Satisfied,TRAADOF12903CAA1C1,6378564,2002

22050.0,48409,0.6653221619060184,0.3942171989010042,ARRJNTE1187FB44E12,,,,Casiotone For The Painfully Alone,1bb9cb115bdcbad912cb3bea9facb2b8,407,0.0,175.72526,0.734,0.0,-10.93,Etiquette,234425,0.7858922883883538,SOTUNMH12A6D4FA3E6,168.699,141.919,Nashville Parthenon,TRAADQX128F422B4CF,2573759,2006

22050.0,7171,0.5040756699303163,0.3345773601190987,AR6IRG41187B9A4D98,52.51607,Berlin- Germany,13.37698,Ec8or,7b3f44c5a55e1ad736d334901f18fe5e,345,0.0,217.23383,1.042,0.0,-9.493,Ec8or,505301,,SOEPPKB12AB018418B,213.496,95.596,Cocain Ducks,TRAADRN128F932D607,5591305,1995

22050.0,24313,0.717670524728552,0.4793084593382274,ARS1OWB1187B99EEAD,,New York- NY,,The New York Dolls,432aa5b29f21533b447d37363bab6705,881,0.0,344.05832,0.068,0.0,-9.253,Too Much Too Soon,74655,0.5616924111789523,SOGKIWV12A6D4F86C4,335.029,154.953,Human Being,TRAADVH128EF34DE7A,770031,1974

22050.0,2800,0.6697261875661445,0.42791424698295477,ARGMXQW1187FB54C34,-23.56287,Sao Paulo- Brazil,-46.65466,Eliane Elias,61c1d3f9dc9caf347132097986f1618d,359,0.0,251.42812,0.071,0.0,-12.009,Bossa Nova Stories,322532,0.4348380902608562,SOPHYIS12AAF3B35A3,237.598,86.091,The More I See You,TRAADYB128F92D7E73,3635000,2009

22050.0,10275,0.5697411522818971,0.41224060053560735,AROEL1B1187B988B90,,South Jamaica- Queens,,Lost Boyz,c9bd47047417a4003783ffde156efb6f,407,0.0,269.7922,0.218,0.0,-11.043,Love_ Peace & Nappiness,14592,0.4051157216913865,SOFHBAR12A6701D0FE,257.416,90.218,Certain Things We Do,TRAADYI128E078FB38,151792,1997

22050.0,104787,0.6400483571565447,0.40439264015477133,AR8W8DN1187FB35ED0,34.05349,Los Angeles- CA,-118.24532,The Germs,94bd349c13024d5ac83064e4fed31fd7,464,0.0,206.05342,0.0,0.0,-11.506,Germicide,515081,,SOCPRKM12AB018A2FD,206.053,133.144,Forming,TRAAEAM128F934B199,5714272,1977

22050.0,264183,0.3977728757878008,0.38347574490669173,ARUWLCL1187FB549B8,,,,Yamandu Costa,d513e317cb700731da236983b6c235a3,626,0.0,190.04036,0.0,0.0,-14.179,Mafuá,765750,,SOFGHAM12AB0186412,176.924,205.317,Mafuá,TRAAEDJ12903CCE390,8478956,0

